away_team,date,neutral,home_score,tournament,home_team,away_score
Ecuador,1977-03-20,False,3,FIFA World Cup qualification,Chile,0
Israel,1977-03-20,False,3,FIFA World Cup qualification,South Korea,1
Taiwan,1977-03-20,False,6,FIFA World Cup qualification,New Zealand,0
Russia,1977-03-20,False,0,Friendly,Tunisia,3
Kuwait,1977-03-21,False,1,FIFA World Cup qualification,Qatar,4
Iran,1977-03-22,True,1,Real Madrid 75th Anniversary Cup,Argentina,1
Russia,1977-03-23,False,2,Friendly,Yugoslavia,4
Morocco,1977-03-23,False,0,Friendly,Syria,2
Turkey,1977-03-23,False,4,Balkan Cup,Romania,0
Greece,1977-03-23,False,4,Friendly,Czechoslovakia,0
Taiwan,1977-03-23,False,6,FIFA World Cup qualification,New Zealand,0
Guinea,1977-03-25,False,0,African Cup of Nations qualification,Libya,2
Senegal,1977-03-26,False,0,African Cup of Nations qualification,Togo,1
Netherlands,1977-03-26,False,0,FIFA World Cup qualification,Belgium,2
South Korea,1977-03-26,False,0,FIFA World Cup qualification,Japan,0
Chile,1977-03-26,False,2,FIFA World Cup qualification,Peru,0
Malawi,1977-03-26,False,8,Friendly,Zambia,1
Jersey,1977-03-26,False,0,Muratti Vase,Alderney,3
Bolivia,1977-03-27,False,2,FIFA World Cup qualification,Uruguay,2
Hungary,1977-03-27,False,1,Friendly,Spain,1
New Zealand,1977-03-27,False,3,FIFA World Cup qualification,Australia,1
Burkina Faso,1977-03-27,False,4,African Cup of Nations qualification,Ivory Coast,1
Luxembourg,1977-03-30,False,5,FIFA World Cup qualification,England,0
France,1977-03-30,False,1,FIFA World Cup qualification,Republic of Ireland,0
Australia,1977-03-30,False,1,FIFA World Cup qualification,New Zealand,1
Switzerland,1977-03-30,False,1,Friendly,Portugal,0
Czechoslovakia,1977-03-30,False,3,FIFA World Cup qualification,Wales,0
German DR,1977-04-02,False,0,FIFA World Cup qualification,Malta,1
Japan,1977-04-03,False,1,FIFA World Cup qualification,South Korea,0
Gabon,1977-04-03,False,5,Friendly,Morocco,1
Finland,1977-04-06,False,1,Friendly,Turkey,2
Mali,1977-04-08,False,1,Friendly,Guinea-Bissau,3
Zimbabwe,1977-04-09,False,7,Friendly,South Africa,0
Denmark,1977-04-13,False,3,Friendly,Bulgaria,1
Poland,1977-04-13,False,2,Friendly,Hungary,1
Guadeloupe,1977-04-14,False,1,Friendly,Martinique,0
Spain,1977-04-16,False,1,FIFA World Cup qualification,Romania,0
Turkey,1977-04-17,False,1,FIFA World Cup qualification,Austria,0
Czechoslovakia,1977-04-20,False,2,Friendly,Hungary,0
Saudi Arabia,1977-04-22,False,2,FIFA World Cup qualification,Iran,0
France,1977-04-23,False,0,Friendly,Switzerland,4
Poland,1977-04-24,False,0,Friendly,Republic of Ireland,0
Greece,1977-04-24,True,2,FIFA World Cup qualification,Russia,0
Sweden,1977-04-27,False,3,Friendly,Scotland,1
German DR,1977-04-27,False,1,Friendly,Romania,1
Egypt,1977-04-27,False,3,African Cup of Nations qualification,Tunisia,2
Northern Ireland,1977-04-27,False,5,Friendly,Germany,0
Malta,1977-04-30,False,9,FIFA World Cup qualification,Austria,0
Russia,1977-04-30,False,2,FIFA World Cup qualification,Hungary,1
Germany,1977-04-30,False,1,Friendly,Yugoslavia,2
Senegal,1977-05-01,False,2,Friendly,Algeria,0
Poland,1977-05-01,False,1,FIFA World Cup qualification,Denmark,2
Macau,1977-05-07,False,2,Friendly,Hong Kong,0
Romania,1977-05-08,False,0,FIFA World Cup qualification,Yugoslavia,2
Jersey,1977-05-09,False,1,Muratti Vase,Guernsey,5
Russia,1977-05-10,False,1,FIFA World Cup qualification,Greece,0
Poland,1977-05-15,False,1,FIFA World Cup qualification,Cyprus,3
Peru,1977-05-17,False,1,Friendly,Mexico,1
Hungary,1977-05-18,True,2,FIFA World Cup qualification,Russia,0
Peru,1977-05-24,False,2,Friendly,Mexico,1
Czechoslovakia,1977-05-24,False,1,Friendly,Switzerland,0
Peru,1977-05-26,False,1,Friendly,Haiti,2
Finland,1977-05-26,False,0,FIFA World Cup qualification,Luxembourg,1
Norway,1977-05-26,False,1,Nordic Championship,Sweden,0
Morocco,1977-05-28,False,3,Friendly,Senegal,2
Scotland,1977-05-28,False,0,British Home Championship,Wales,0
Greece,1977-05-28,False,3,FIFA World Cup qualification,Hungary,0
England,1977-05-28,False,1,British Home Championship,Northern Ireland,2
Poland,1977-05-29,False,3,Friendly,Argentina,1
Peru,1977-05-29,False,2,Friendly,Haiti,2
Ghana,1977-05-29,False,0,Friendly,Togo,2
Cuba,1977-05-30,False,0,Friendly,Mozambique,2
Wales,1977-05-31,False,0,British Home Championship,England,1
Republic of Ireland,1977-06-01,False,2,FIFA World Cup qualification,Bulgaria,1
Austria,1977-06-01,False,0,Friendly,Czechoslovakia,0
Denmark,1977-06-01,False,0,Friendly,Norway,2
Northern Ireland,1977-06-01,False,3,British Home Championship,Scotland,0
Cuba,1977-06-03,False,1,Friendly,Libya,0
Wales,1977-06-03,False,1,British Home Championship,Northern Ireland,1
Scotland,1977-06-04,False,1,British Home Championship,England,2
Cameroon,1977-06-05,False,4,African Cup of Nations qualification,Congo,0
Germany,1977-06-05,False,1,Friendly,Argentina,3
Tunisia,1977-06-05,False,1,FIFA World Cup qualification,Guinea,0
Senegal,1977-06-05,False,1,Friendly,Mauritania,2
Panama,1977-06-06,False,1,Friendly,Honduras,0
England,1977-06-08,False,0,Friendly,Brazil,0
Italy,1977-06-08,False,0,FIFA World Cup qualification,Finland,3
Switzerland,1977-06-08,False,2,FIFA World Cup qualification,Sweden,1
Germany,1977-06-08,False,0,Friendly,Uruguay,2
Zambia,1977-06-09,False,2,African Cup of Nations qualification,Algeria,0
Poland,1977-06-10,False,1,Friendly,Peru,3
Cuba,1977-06-10,False,0,Friendly,Ethiopia,0
Northern Ireland,1977-06-11,False,1,FIFA World Cup qualification,Iceland,0
Nigeria,1977-06-12,False,3,African Cup of Nations qualification,Senegal,1
Uganda,1977-06-12,False,0,African Cup of Nations qualification,Ethiopia,0
England,1977-06-12,False,1,Friendly,Argentina,1
Poland,1977-06-12,False,1,Friendly,Bolivia,2
Germany,1977-06-12,False,1,Friendly,Brazil,1
Togo,1977-06-12,False,2,Friendly,Ghana,0
Cuba,1977-06-12,False,2,Friendly,Zambia,0
Germany,1977-06-14,False,2,Friendly,Mexico,2
England,1977-06-15,False,0,Friendly,Uruguay,0
Japan,1977-06-15,False,2,Friendly,South Korea,1
Sweden,1977-06-15,False,2,Nordic Championship,Denmark,1
Scotland,1977-06-15,False,2,Friendly,Chile,4
Cuba,1977-06-16,False,0,Friendly,Zambia,1
Scotland,1977-06-18,False,1,Friendly,Argentina,1
Poland,1977-06-19,False,3,Friendly,Brazil,1
Iran,1977-06-19,False,0,FIFA World Cup qualification,Hong Kong,2
Guinea,1977-06-19,False,3,FIFA World Cup qualification,Tunisia,1
Denmark,1977-06-22,False,1,Nordic Championship,Finland,2
Scotland,1977-06-23,False,2,Friendly,Brazil,0
South Korea,1977-06-26,False,0,FIFA World Cup qualification,Hong Kong,1
Yugoslavia,1977-06-26,False,0,Friendly,Brazil,0
France,1977-06-26,False,0,Friendly,Argentina,0
Senegal,1977-06-26,False,3,African Cup of Nations qualification,Nigeria,0
Ethiopia,1977-06-26,False,2,African Cup of Nations qualification,Uganda,1
Algeria,1977-06-26,False,2,African Cup of Nations qualification,Zambia,0
France,1977-06-30,False,2,Friendly,Brazil,2
Norway,1977-06-30,False,2,Friendly,Iceland,1
Yugoslavia,1977-07-03,False,1,Friendly,Argentina,0
Iran,1977-07-03,False,0,FIFA World Cup qualification,South Korea,0
South Africa,1977-07-03,False,1,Friendly,Zimbabwe,1
Tanzania,1977-07-06,False,0,Friendly,Malawi,0
Tanzania,1977-07-08,False,1,Friendly,Malawi,0
Ivory Coast,1977-07-10,False,4,FIFA World Cup qualification,Nigeria,0
Brazil,1977-07-10,True,0,FIFA World Cup qualification,Peru,1
Hong Kong,1977-07-10,False,3,FIFA World Cup qualification,Australia,0
German DR,1977-07-12,False,2,Friendly,Argentina,0
Bolivia,1977-07-14,True,8,FIFA World Cup qualification,Brazil,0
Zambia,1977-07-15,False,2,FIFA World Cup qualification,Egypt,0
Myanmar,1977-07-16,False,1,Merdeka Tournament,Malaysia,0
Gabon,1977-07-17,False,3,African Cup of Nations qualification,Congo,2
Hong Kong,1977-07-17,False,2,Friendly,China,1
Libya,1977-07-17,True,4,Merdeka Tournament,South Korea,0
Bolivia,1977-07-17,True,5,FIFA World Cup qualification,Peru,0
Thailand,1977-07-18,False,3,Merdeka Tournament,Malaysia,0
Libya,1977-07-19,True,0,Merdeka Tournament,Iraq,0
DR Congo,1977-07-19,False,3,Beijing International Friendship Tournament,China,2
Sweden,1977-07-20,False,0,Friendly,Iceland,1
Thailand,1977-07-20,True,4,Merdeka Tournament,South Korea,1
Iraq,1977-07-21,True,0,Merdeka Tournament,Myanmar,3
Libya,1977-07-21,False,1,Merdeka Tournament,Malaysia,1
Thailand,1977-07-23,True,2,Merdeka Tournament,Libya,2
Iraq,1977-07-23,False,0,Merdeka Tournament,Malaysia,0
India,1977-07-24,False,0,Friendly,Afghanistan,3
South Korea,1977-07-24,True,0,Merdeka Tournament,Myanmar,4
Iran,1977-07-24,True,1,Beijing International Friendship Tournament,Hong Kong,0
Morocco,1977-07-25,False,3,Beijing International Friendship Tournament,China,2
Nigeria,1977-07-25,False,2,FIFA World Cup qualification,Ivory Coast,2
Thailand,1977-07-25,True,5,Merdeka Tournament,Iraq,0
South Korea,1977-07-26,False,1,Merdeka Tournament,Malaysia,1
Libya,1977-07-27,True,3,Merdeka Tournament,Myanmar,1
Hong Kong,1977-07-27,False,1,Beijing International Friendship Tournament,China,2
Morocco,1977-07-27,True,1,Beijing International Friendship Tournament,Iran,1
Russia,1977-07-28,False,2,Friendly,German DR,1
South Korea,1977-07-28,True,1,Merdeka Tournament,Iraq,1
Thailand,1977-07-29,True,1,Merdeka Tournament,Myanmar,1
DR Congo,1977-07-29,True,1,Beijing International Friendship Tournament,Iran,3
Congo,1977-07-31,False,3,African Cup of Nations qualification,Gabon,3
South Korea,1977-07-31,True,0,Merdeka Tournament,Iraq,1
Egypt,1977-07-31,False,0,FIFA World Cup qualification,Zambia,0
Romania,1977-08-05,False,0,Friendly,Iran,0
Iran,1977-08-14,False,0,FIFA World Cup qualification,Australia,1
Romania,1977-08-14,True,1,Friendly,Czechoslovakia,3
German DR,1977-08-17,False,0,Friendly,Sweden,1
Finland,1977-08-18,False,1,Nordic Championship,Norway,1
Paraguay,1977-08-24,False,2,Copa Félix Bogado,Argentina,1
Poland,1977-08-24,False,2,Friendly,Austria,1
South Korea,1977-08-27,False,2,FIFA World Cup qualification,Australia,1
Iceland,1977-08-31,False,4,FIFA World Cup qualification,Netherlands,1
Argentina,1977-08-31,False,2,Copa Félix Bogado,Paraguay,0
Thailand,1977-09-01,True,0,Korea Cup,India,4
Thailand,1977-09-03,False,5,Korea Cup,South Korea,1
Iceland,1977-09-03,False,4,FIFA World Cup qualification,Belgium,0
Ghana,1977-09-04,False,2,Friendly,Nigeria,1
India,1977-09-05,False,3,Korea Cup,South Korea,0
Malta,1977-09-06,False,2,Friendly,Tunisia,1
Kuwait,1977-09-06,False,0,Friendly,Wales,0
Turkey,1977-09-07,False,1,Friendly,Czechoslovakia,0
Switzerland,1977-09-07,False,0,Friendly,England,0
Germany,1977-09-07,False,0,Friendly,Finland,1
Scotland,1977-09-07,False,1,Friendly,German DR,0
Sweden,1977-09-07,False,2,FIFA World Cup qualification,Norway,1
Poland,1977-09-07,False,4,Friendly,Russia,1
Malaysia,1977-09-08,True,1,Korea Cup,Bahrain,3
Canada,1977-09-11,False,1,Friendly,Trinidad and Tobago,1
Malaysia,1977-09-13,False,3,Korea Cup,South Korea,0
Thailand,1977-09-14,False,5,Friendly,China,2
USA,1977-09-15,False,1,Friendly,El Salvador,2
Thailand,1977-09-15,True,1,Korea Cup,Malaysia,1
USA,1977-09-18,False,3,Friendly,Guatemala,1
Mauritius,1977-09-18,False,0,Friendly,Réunion,2
Trinidad and Tobago,1977-09-18,False,2,Friendly,Suriname,1
Wales,1977-09-20,False,0,Friendly,Kuwait,0
Spain,1977-09-21,False,1,Friendly,Switzerland,2
Greece,1977-09-21,False,6,Friendly,Romania,1
Denmark,1977-09-21,False,4,FIFA World Cup qualification,Poland,1
Czechoslovakia,1977-09-21,False,3,FIFA World Cup qualification,Scotland,1
Seychelles,1977-09-21,True,2,Friendly,Mauritius,1
Iceland,1977-09-21,False,2,FIFA World Cup qualification,Northern Ireland,0
Turkey,1977-09-21,False,3,Balkan Cup,Bulgaria,1
Trinidad and Tobago,1977-09-22,False,2,Friendly,Guyana,1
German DR,1977-09-24,False,1,FIFA World Cup qualification,Austria,1
Trinidad and Tobago,1977-09-24,False,2,Friendly,Guyana,2
Malta,1977-09-24,False,1,Friendly,Libya,0
USA,1977-09-25,False,2,Friendly,Guatemala,0
Seychelles,1977-09-25,False,1,Friendly,Réunion,0
Nigeria,1977-09-25,False,0,FIFA World Cup qualification,Tunisia,0
Trinidad and Tobago,1977-09-26,False,0,Friendly,Guyana,2
USA,1977-09-27,False,3,Friendly,Mexico,0
Cyprus,1977-09-28,False,1,Friendly,Libya,0
Malawi,1977-09-30,False,0,Friendly,Botswana,2
El Salvador,1977-09-30,False,0,Friendly,USA,0
Malawi,1977-10-01,False,1,Friendly,Botswana,5
Guinea,1977-10-02,False,3,African Cup of Nations qualification,Tunisia,0
Kuwait,1977-10-02,False,1,FIFA World Cup qualification,Hong Kong,3
India,1977-10-03,False,3,Friendly,Zambia,1
Yugoslavia,1977-10-05,False,4,Friendly,Hungary,3
Russia,1977-10-05,False,0,Friendly,Netherlands,0
Denmark,1977-10-05,False,1,Friendly,Sweden,0
Finland,1977-10-05,False,2,Friendly,Switzerland,0
China,1977-10-06,False,1,Friendly,USA,1
Egypt,1977-10-08,False,4,FIFA World Cup qualification,Nigeria,0
Suriname,1977-10-08,True,3,CONCACAF Championship,Guatemala,2
Russia,1977-10-08,False,0,Friendly,France,0
El Salvador,1977-10-08,True,1,CONCACAF Championship,Canada,2
Italy,1977-10-08,False,2,Friendly,Germany,1
Portugal,1977-10-09,False,2,FIFA World Cup qualification,Denmark,4
Kuwait,1977-10-09,False,1,FIFA World Cup qualification,South Korea,0
Haiti,1977-10-09,False,4,CONCACAF Championship,Mexico,1
India,1977-10-09,False,3,Friendly,Zambia,1
China,1977-10-10,False,1,Friendly,USA,0
Bulgaria,1977-10-12,False,0,FIFA World Cup qualification,Republic of Ireland,0
Scotland,1977-10-12,True,0,FIFA World Cup qualification,Wales,2
Netherlands,1977-10-12,False,0,FIFA World Cup qualification,Northern Ireland,1
El Salvador,1977-10-12,False,3,CONCACAF Championship,Mexico,1
England,1977-10-12,False,0,FIFA World Cup qualification,Luxembourg,2
Haiti,1977-10-12,True,1,CONCACAF Championship,Guatemala,2
Austria,1977-10-12,False,1,FIFA World Cup qualification,German DR,1
Suriname,1977-10-12,True,2,CONCACAF Championship,Canada,1
Sweden,1977-10-12,False,3,Friendly,Hungary,0
Suriname,1977-10-15,False,8,CONCACAF Championship,Mexico,1
Finland,1977-10-15,False,6,FIFA World Cup qualification,Italy,1
Guatemala,1977-10-16,True,2,CONCACAF Championship,Canada,1
Haiti,1977-10-16,True,0,CONCACAF Championship,El Salvador,1
Tunisia,1977-10-16,False,3,African Cup of Nations qualification,Guinea,2
Kuwait,1977-10-16,False,1,FIFA World Cup qualification,Australia,2
China,1977-10-16,False,2,Friendly,USA,1
Guatemala,1977-10-19,False,2,CONCACAF Championship,Mexico,1
Haiti,1977-10-20,True,1,CONCACAF Championship,Canada,1
Suriname,1977-10-20,True,3,CONCACAF Championship,El Salvador,2
Nigeria,1977-10-21,False,3,FIFA World Cup qualification,Egypt,1
Barbados,1977-10-22,False,2,Friendly,Guyana,0
Canada,1977-10-22,False,3,CONCACAF Championship,Mexico,1
Guatemala,1977-10-23,True,2,CONCACAF Championship,El Salvador,2
Suriname,1977-10-23,True,1,CONCACAF Championship,Haiti,0
China,1977-10-23,False,0,Friendly,Jamaica,1
Australia,1977-10-23,False,0,FIFA World Cup qualification,South Korea,0
Barbados,1977-10-24,False,0,Friendly,Guyana,0
Greece,1977-10-26,False,0,Friendly,Bulgaria,0
Barbados,1977-10-26,False,0,Friendly,Guyana,0
Belgium,1977-10-26,False,1,FIFA World Cup qualification,Netherlands,0
Romania,1977-10-26,False,2,FIFA World Cup qualification,Spain,0
Kuwait,1977-10-28,False,1,FIFA World Cup qualification,Iran,0
Singapore,1977-10-28,False,2,King's Cup,Thailand,0
Malta,1977-10-29,False,9,FIFA World Cup qualification,German DR,0
Bolivia,1977-10-29,False,6,FIFA World Cup qualification,Hungary,0
Portugal,1977-10-29,False,1,FIFA World Cup qualification,Poland,1
Norway,1977-10-30,False,1,FIFA World Cup qualification,Switzerland,0
Austria,1977-10-30,False,0,FIFA World Cup qualification,Turkey,1
Australia,1977-10-30,False,2,FIFA World Cup qualification,Hong Kong,5
India,1977-10-31,False,1,King's Cup,Thailand,1
China,1977-10-31,False,0,Friendly,Jamaica,3
Singapore,1977-11-01,True,4,King's Cup,Malaysia,3
Singapore,1977-11-04,True,2,King's Cup,India,1
South Korea,1977-11-05,False,2,FIFA World Cup qualification,Kuwait,2
Malaysia,1977-11-06,False,1,King's Cup,Thailand,2
Hungary,1977-11-09,False,1,Friendly,Czechoslovakia,1
Malaysia,1977-11-10,True,0,King's Cup,India,3
South Korea,1977-11-11,False,2,FIFA World Cup qualification,Iran,2
Lesotho,1977-11-11,False,3,Friendly,Malawi,0
Hong Kong,1977-11-12,False,4,FIFA World Cup qualification,Kuwait,0
Tunisia,1977-11-12,False,0,FIFA World Cup qualification,Nigeria,1
Sweden,1977-11-12,False,2,Friendly,Poland,1
Australia,1977-11-13,False,0,Friendly,Singapore,2
Lesotho,1977-11-13,False,6,Friendly,Malawi,1
Yugoslavia,1977-11-13,False,4,FIFA World Cup qualification,Romania,6
Wales,1977-11-16,False,1,FIFA World Cup qualification,Czechoslovakia,0
Italy,1977-11-16,False,2,FIFA World Cup qualification,England,0
Bulgaria,1977-11-16,False,3,FIFA World Cup qualification,France,1
Switzerland,1977-11-16,False,4,Friendly,Germany,1
Yugoslavia,1977-11-16,False,0,Balkan Cup,Greece,0
Belgium,1977-11-16,False,3,FIFA World Cup qualification,Northern Ireland,0
Cyprus,1977-11-16,False,4,FIFA World Cup qualification,Portugal,0
German DR,1977-11-16,False,1,FIFA World Cup qualification,Turkey,2
Hong Kong,1977-11-18,False,3,FIFA World Cup qualification,Iran,0
Indonesia,1977-11-19,False,1,Southeast Asian Games,Malaysia,2
Australia,1977-11-19,False,1,FIFA World Cup qualification,Kuwait,0
Brunei,1977-11-20,True,4,Southeast Asian Games,Philippines,1
Singapore,1977-11-20,True,2,Southeast Asian Games,Thailand,0
Philippines,1977-11-21,False,5,Southeast Asian Games,Malaysia,0
Singapore,1977-11-21,True,5,Southeast Asian Games,Myanmar,1
Brunei,1977-11-22,True,4,Southeast Asian Games,Indonesia,0
Myanmar,1977-11-22,True,0,Southeast Asian Games,Thailand,3
Indonesia,1977-11-23,True,1,Southeast Asian Games,Philippines,1
Brunei,1977-11-23,False,7,Southeast Asian Games,Malaysia,0
Myanmar,1977-11-25,False,9,Southeast Asian Games,Malaysia,1
Thailand,1977-11-25,True,0,Southeast Asian Games,Indonesia,2
Tunisia,1977-11-25,False,3,FIFA World Cup qualification,Egypt,2
Australia,1977-11-25,False,1,FIFA World Cup qualification,Iran,0
Zanzibar,1977-11-26,True,1,CECAFA Cup,Uganda,0
Indonesia,1977-11-26,True,2,Southeast Asian Games,Myanmar,0
Thailand,1977-11-26,False,2,Southeast Asian Games,Malaysia,0
Morocco,1977-11-27,False,3,Friendly,Iraq,0
Turkey,1977-11-27,False,0,FIFA World Cup qualification,Malta,3
Zambia,1977-11-27,True,2,CECAFA Cup,Tanzania,4
Uganda,1977-11-28,True,1,CECAFA Cup,Kenya,3
Zambia,1977-11-29,True,1,CECAFA Cup,Malawi,0
Zanzibar,1977-11-30,False,1,CECAFA Cup,Somalia,0
Hungary,1977-11-30,False,2,FIFA World Cup qualification,Bolivia,3
Spain,1977-11-30,False,0,FIFA World Cup qualification,Yugoslavia,1
Tanzania,1977-12-01,True,0,CECAFA Cup,Malawi,0
Zanzibar,1977-12-02,True,3,CECAFA Cup,Kenya,0
Luxembourg,1977-12-03,False,3,FIFA World Cup qualification,Italy,0
Iran,1977-12-03,False,1,FIFA World Cup qualification,Kuwait,2
Iraq,1977-12-03,False,0,Friendly,Morocco,0
Hong Kong,1977-12-04,False,5,FIFA World Cup qualification,South Korea,2
Zambia,1977-12-05,True,2,CECAFA Cup,Kenya,4
Uganda,1977-12-06,True,0,CECAFA Cup,Malawi,1
Malawi,1977-12-08,True,1,CECAFA Cup,Kenya,2
Zambia,1977-12-09,True,0,CECAFA Cup,Uganda,0
Egypt,1977-12-11,False,4,FIFA World Cup qualification,Tunisia,1
Malawi,1977-12-12,False,1,Friendly,Kenya,1
Wales,1977-12-14,False,1,Friendly,Germany,1
Martinique,1977-12-17,False,0,Friendly,Puerto Rico,2
Italy,1977-12-21,False,0,Friendly,Belgium,1
Sierra Leone,1977-12-25,False,4,Friendly,Ghana,0
Greece,1978-01-11,False,0,Friendly,Cyprus,2
Gambia,1978-01-17,False,7,Friendly,Ghana,1
Morocco,1978-01-18,False,0,Friendly,Libya,1
Italy,1978-01-25,False,2,Friendly,Spain,1
Kenya,1978-01-26,False,3,Friendly,Sudan,0
Zanzibar,1978-01-28,False,6,Friendly,Zambia,1
Zanzibar,1978-01-29,False,5,Friendly,Zambia,0
Congo,1978-01-30,False,2,Friendly,Sudan,1
Eswatini,1978-02-05,False,11,Friendly,Zambia,2
Nigeria,1978-02-05,False,0,Friendly,Gabon,1
Denmark,1978-02-08,False,2,Friendly,Israel,0
France,1978-02-08,False,2,Friendly,Italy,2
Burkina Faso,1978-02-12,False,0,Friendly,Benin,2
Mexico,1978-02-15,False,1,Friendly,El Salvador,5
Austria,1978-02-15,False,1,Friendly,Greece,1
Burkina Faso,1978-02-19,False,2,Friendly,Gabon,2
Ivory Coast,1978-02-19,False,3,Friendly,Ghana,1
Algeria,1978-02-21,False,3,Friendly,Iraq,0
Bulgaria,1978-02-22,False,2,Friendly,Scotland,1
England,1978-02-22,False,2,Friendly,Germany,1
Netherlands,1978-02-22,False,1,Friendly,Israel,2
Algeria,1978-02-23,False,1,Friendly,Iraq,0
Benin,1978-02-26,False,3,Friendly,Burkina Faso,0
Russia,1978-02-26,False,2,Friendly,Morocco,3
Algeria,1978-02-26,False,0,Friendly,Syria,1
North Korea,1978-02-27,False,1,Friendly,Iraq,0
Antigua and Barbuda,1978-02-28,False,5,Friendly,Martinique,0
Russia,1978-03-02,False,0,Friendly,Basque Country,0
Zambia,1978-03-05,False,2,African Cup of Nations,Ghana,1
Burkina Faso,1978-03-05,True,4,African Cup of Nations,Nigeria,2
Uganda,1978-03-06,True,1,African Cup of Nations,Congo,3
Tunisia,1978-03-06,True,1,African Cup of Nations,Morocco,1
Nigeria,1978-03-08,False,1,African Cup of Nations,Ghana,1
Russia,1978-03-08,False,1,Friendly,Germany,0
Zambia,1978-03-08,True,0,African Cup of Nations,Burkina Faso,2
Portugal,1978-03-08,False,2,Friendly,France,0
Switzerland,1978-03-08,False,3,Friendly,German DR,1
Morocco,1978-03-09,True,0,African Cup of Nations,Congo,1
Uganda,1978-03-09,True,3,African Cup of Nations,Tunisia,1
Burkina Faso,1978-03-10,False,3,African Cup of Nations,Ghana,0
Zambia,1978-03-10,True,0,African Cup of Nations,Nigeria,0
Tunisia,1978-03-11,True,0,African Cup of Nations,Congo,0
Uganda,1978-03-11,True,0,African Cup of Nations,Morocco,3
Kenya,1978-03-12,False,0,Friendly,Lesotho,1
Algeria,1978-03-12,False,1,Friendly,Libya,0
Uganda,1978-03-14,True,1,African Cup of Nations,Nigeria,2
Tunisia,1978-03-14,False,1,African Cup of Nations,Ghana,0
Uganda,1978-03-16,False,2,African Cup of Nations,Ghana,0
Peru,1978-03-19,False,2,Copa Ramón Castilla,Argentina,1
Austria,1978-03-22,False,1,Friendly,Belgium,0
Czechoslovakia,1978-03-22,False,0,Friendly,Greece,1
Poland,1978-03-22,False,1,Friendly,Luxembourg,3
Romania,1978-03-22,False,1,Balkan Cup,Turkey,1
Argentina,1978-03-23,False,1,Copa Ramón Castilla,Peru,3
Guadeloupe,1978-03-26,False,1,Friendly,Martinique,2
Bulgaria,1978-03-29,False,3,Friendly,Argentina,1
Norway,1978-03-29,False,3,Friendly,Spain,0
China,1978-03-30,False,0,Friendly,Venezuela,1
Brazil,1978-04-01,False,1,Friendly,France,0
Bulgaria,1978-04-01,False,1,Friendly,Peru,1
Alderney,1978-04-01,False,12,Muratti Vase,Guernsey,0
Sweden,1978-04-04,False,0,Friendly,German DR,1
Austria,1978-04-04,False,0,Friendly,Switzerland,1
Finland,1978-04-05,False,10,Friendly,Russia,2
Greece,1978-04-05,False,5,Friendly,Poland,2
Turkey,1978-04-05,False,4,Friendly,Republic of Ireland,2
Netherlands,1978-04-05,False,0,Friendly,Tunisia,4
Brazil,1978-04-05,False,0,Friendly,Germany,1
Romania,1978-04-05,False,2,Friendly,Argentina,0
Yugoslavia,1978-04-05,False,0,Friendly,Iran,0
Peru,1978-04-11,True,0,Friendly,Mexico,1
Republic of Ireland,1978-04-12,False,3,Friendly,Poland,0
Czechoslovakia,1978-04-15,False,2,Friendly,Hungary,1
Puerto Rico,1978-04-16,False,3,Friendly,Martinique,1
Wales,1978-04-18,False,0,Friendly,Iran,1
Brazil,1978-04-19,False,1,Friendly,England,1
Belgium,1978-04-19,False,0,Friendly,German DR,0
Germany,1978-04-19,False,3,Friendly,Sweden,1
Martinique,1978-04-20,False,4,Friendly,Puerto Rico,1
China,1978-04-22,False,2,Friendly,Peru,1
Bulgaria,1978-04-23,False,0,Friendly,Czechoslovakia,0
Argentina,1978-04-25,False,2,Friendly,Uruguay,0
Bulgaria,1978-04-26,False,1,Friendly,Iran,1
Singapore,1978-04-26,True,0,King's Cup,Malaysia,1
Bulgaria,1978-04-26,False,1,Friendly,Poland,0
Mexico,1978-04-26,False,2,Friendly,Spain,0
Lesotho,1978-04-30,False,1,Friendly,Kenya,0
Guyana,1978-05-01,False,1,Friendly,Barbados,0
Peru,1978-05-01,False,3,Friendly,Brazil,0
Bulgaria,1978-05-03,False,2,Balkan Cup,Romania,0
Mexico,1978-05-03,False,0,Friendly,Finland,1
Singapore,1978-05-03,False,2,King's Cup,Thailand,2
Uruguay,1978-05-03,False,3,Friendly,Argentina,0
Guyana,1978-05-03,False,3,Friendly,Barbados,0
Guyana,1978-05-09,False,3,Friendly,Trinidad and Tobago,0
Guernsey,1978-05-09,False,0,Muratti Vase,Jersey,2
Iran,1978-05-11,False,2,Friendly,France,1
Guyana,1978-05-11,False,5,Friendly,Trinidad and Tobago,1
Seychelles,1978-05-13,False,4,Friendly,Réunion,1
Northern Ireland,1978-05-13,False,1,British Home Championship,Scotland,1
England,1978-05-13,False,1,British Home Championship,Wales,3
Malta,1978-05-14,False,1,Friendly,Libya,0
Russia,1978-05-14,False,0,Friendly,Romania,1
Seychelles,1978-05-15,True,2,Friendly,Mauritius,0
Northern Ireland,1978-05-16,False,1,British Home Championship,England,0
Wales,1978-05-17,False,1,British Home Championship,Scotland,1
Czechoslovakia,1978-05-17,False,2,Friendly,Brazil,0
Yugoslavia,1978-05-18,False,0,Friendly,Italy,0
Mauritius,1978-05-18,False,5,Friendly,Réunion,3
Tunisia,1978-05-19,False,2,Friendly,France,0
