away_team,date,neutral,home_score,tournament,home_team,away_score
Panama,2014-06-03,False,4,Friendly,Brazil,0
Nigeria,2014-06-03,True,0,Friendly,Greece,0
Iraqi Kurdistan,2014-06-04,True,1,CONIFA World Football Cup,Ellan Vannin,1
Occitania,2014-06-04,True,0,CONIFA World Football Cup,Arameans Suryoye,0
South Ossetia,2014-06-04,True,0,CONIFA World Football Cup,Abkhazia,0
County of Nice,2014-06-04,True,1,CONIFA World Football Cup,Padania,2
Slovenia,2014-06-04,False,2,Friendly,Uruguay,0
Algeria,2014-06-04,True,1,Friendly,Romania,2
Wales,2014-06-04,False,2,Friendly,Netherlands,0
Estonia,2014-06-04,False,1,Friendly,Iceland,0
Luxembourg,2014-06-04,False,1,Friendly,Italy,1
Albania,2014-06-04,False,1,Friendly,Hungary,0
Malta,2014-06-04,True,1,Friendly,Gibraltar,0
Ivory Coast,2014-06-04,True,1,Friendly,El Salvador,2
England,2014-06-04,True,2,Friendly,Ecuador,2
Trinidad and Tobago,2014-06-04,False,3,Friendly,Argentina,0
Egypt,2014-06-04,True,2,Friendly,Jamaica,2
Iraqi Kurdistan,2014-06-05,True,2,CONIFA World Football Cup,Occitania,2
Abkhazia,2014-06-05,True,3,CONIFA World Football Cup,Padania,3
Tamil Eelam,2014-06-05,False,4,CONIFA World Football Cup,Sápmi,2
Artsakh,2014-06-05,True,0,CONIFA World Football Cup,Darfur,12
Portugal,2014-06-06,True,0,Friendly,Mexico,1
Greece,2014-06-06,True,1,Friendly,Bolivia,2
Serbia,2014-06-06,False,1,Friendly,Brazil,0
Jordan,2014-06-06,True,3,Friendly,Colombia,0
Republic of Ireland,2014-06-06,True,1,Friendly,Costa Rica,1
Australia,2014-06-06,True,1,Friendly,Croatia,0
Armenia,2014-06-06,False,6,Friendly,Germany,1
Zambia,2014-06-06,True,4,Friendly,Japan,3
Lithuania,2014-06-06,False,2,Friendly,Poland,1
Morocco,2014-06-06,False,2,Friendly,Russia,0
South Ossetia,2014-06-06,True,3,CONIFA World Football Cup,County of Nice,0
Ellan Vannin,2014-06-06,True,1,CONIFA World Football Cup,Arameans Suryoye,4
Darfur,2014-06-07,True,10,CONIFA World Football Cup,Tamil Eelam,0
Artsakh,2014-06-07,False,1,CONIFA World Football Cup,Sápmi,5
Iraqi Kurdistan,2014-06-07,True,1,CONIFA World Football Cup,Padania,1
Occitania,2014-06-07,True,0,CONIFA World Football Cup,Abkhazia,1
Nigeria,2014-06-07,False,2,Friendly,USA,1
Kazakhstan,2014-06-07,False,3,Friendly,Hungary,0
England,2014-06-07,True,0,Friendly,Honduras,0
Tajikistan,2014-06-07,False,2,Friendly,Estonia,1
Spain,2014-06-07,True,0,Friendly,El Salvador,2
Moldova,2014-06-07,False,1,Friendly,Cameroon,0
Tunisia,2014-06-07,False,1,Friendly,Belgium,0
Slovenia,2014-06-07,False,2,Friendly,Argentina,0
Jamaica,2014-06-08,False,8,Friendly,France,0
Trinidad and Tobago,2014-06-08,True,2,Friendly,Iran,0
Albania,2014-06-08,False,0,Friendly,San Marino,3
Arameans Suryoye,2014-06-08,True,1,CONIFA World Football Cup,South Ossetia,4
Ellan Vannin,2014-06-08,True,0,CONIFA World Football Cup,County of Nice,0
South Korea,2014-06-09,True,4,Friendly,Ghana,0
Portugal,2014-06-10,True,1,Friendly,Republic of Ireland,5
Croatia,2014-06-12,False,3,FIFA World Cup,Brazil,1
Australia,2014-06-13,True,3,FIFA World Cup,Chile,1
Cameroon,2014-06-13,True,1,FIFA World Cup,Mexico,0
Netherlands,2014-06-13,True,1,FIFA World Cup,Spain,5
Greece,2014-06-14,True,3,FIFA World Cup,Colombia,0
Italy,2014-06-14,True,1,FIFA World Cup,England,2
Japan,2014-06-14,True,2,FIFA World Cup,Ivory Coast,1
Costa Rica,2014-06-14,True,1,FIFA World Cup,Uruguay,3
Bosnia & Herzegovina,2014-06-15,True,2,FIFA World Cup,Argentina,1
Honduras,2014-06-15,True,3,FIFA World Cup,France,0
Ecuador,2014-06-15,True,2,FIFA World Cup,Switzerland,1
Nigeria,2014-06-16,True,0,FIFA World Cup,Iran,0
Portugal,2014-06-16,True,4,FIFA World Cup,Germany,0
USA,2014-06-16,True,1,FIFA World Cup,Ghana,2
Algeria,2014-06-17,True,2,FIFA World Cup,Belgium,1
Mexico,2014-06-17,False,0,FIFA World Cup,Brazil,0
South Korea,2014-06-17,True,1,FIFA World Cup,Russia,1
Netherlands,2014-06-18,True,2,FIFA World Cup,Australia,3
Croatia,2014-06-18,True,0,FIFA World Cup,Cameroon,4
North Macedonia,2014-06-18,False,2,Friendly,China,0
Chile,2014-06-18,True,0,FIFA World Cup,Spain,2
England,2014-06-19,True,2,FIFA World Cup,Uruguay,1
Ivory Coast,2014-06-19,True,2,FIFA World Cup,Colombia,1
Greece,2014-06-19,True,0,FIFA World Cup,Japan,0
France,2014-06-20,True,2,FIFA World Cup,Switzerland,5
Ecuador,2014-06-20,True,1,FIFA World Cup,Honduras,2
Costa Rica,2014-06-20,True,0,FIFA World Cup,Italy,1
Iran,2014-06-21,True,1,FIFA World Cup,Argentina,0
Ghana,2014-06-21,True,2,FIFA World Cup,Germany,2
Pakistan,2014-06-21,False,4,Friendly,Indonesia,0
Bosnia & Herzegovina,2014-06-21,True,1,FIFA World Cup,Nigeria,0
Algeria,2014-06-22,True,2,FIFA World Cup,South Korea,4
Russia,2014-06-22,True,1,FIFA World Cup,Belgium,0
North Macedonia,2014-06-22,False,0,Friendly,China,0
Portugal,2014-06-22,True,2,FIFA World Cup,USA,2
Chile,2014-06-23,True,2,FIFA World Cup,Netherlands,0
Mexico,2014-06-23,True,1,FIFA World Cup,Croatia,3
Spain,2014-06-23,True,0,FIFA World Cup,Australia,3
Cameroon,2014-06-23,False,4,FIFA World Cup,Brazil,1
England,2014-06-24,True,0,FIFA World Cup,Costa Rica,0
Ivory Coast,2014-06-24,True,2,FIFA World Cup,Greece,1
Uruguay,2014-06-24,True,0,FIFA World Cup,Italy,1
Colombia,2014-06-24,True,1,FIFA World Cup,Japan,4
Iran,2014-06-25,True,3,FIFA World Cup,Bosnia & Herzegovina,1
France,2014-06-25,True,0,FIFA World Cup,Ecuador,0
Switzerland,2014-06-25,True,0,FIFA World Cup,Honduras,3
Nepal,2014-06-25,False,2,Friendly,Indonesia,0
Argentina,2014-06-25,True,2,FIFA World Cup,Nigeria,3
Belgium,2014-06-26,True,0,FIFA World Cup,South Korea,1
Germany,2014-06-26,True,0,FIFA World Cup,USA,1
Russia,2014-06-26,True,1,FIFA World Cup,Algeria,1
Ghana,2014-06-26,True,2,FIFA World Cup,Portugal,1
Chile,2014-06-28,False,1,FIFA World Cup,Brazil,1
Uruguay,2014-06-28,True,2,FIFA World Cup,Colombia,0
Mali,2014-06-29,False,1,Friendly,China,3
Greece,2014-06-29,True,1,FIFA World Cup,Costa Rica,1
Mexico,2014-06-29,True,2,FIFA World Cup,Netherlands,1
Nigeria,2014-06-30,True,2,FIFA World Cup,France,0
Algeria,2014-06-30,True,2,FIFA World Cup,Germany,1
Switzerland,2014-07-01,True,1,FIFA World Cup,Argentina,0
USA,2014-07-01,True,2,FIFA World Cup,Belgium,1
Myanmar,2014-07-02,False,6,Friendly,Vietnam,0
Colombia,2014-07-04,False,2,FIFA World Cup,Brazil,1
Germany,2014-07-04,True,0,FIFA World Cup,France,1
Belgium,2014-07-05,True,1,FIFA World Cup,Argentina,0
Costa Rica,2014-07-05,True,0,FIFA World Cup,Netherlands,0
Mozambique,2014-07-06,False,1,Friendly,Malawi,1
Germany,2014-07-08,False,1,FIFA World Cup,Brazil,7
Argentina,2014-07-09,True,0,FIFA World Cup,Netherlands,0
Seychelles,2014-07-11,False,1,Friendly,Uganda,0
Gabon,2014-07-12,False,1,Friendly,Rwanda,0
Netherlands,2014-07-12,False,0,FIFA World Cup,Brazil,3
Argentina,2014-07-13,True,1,FIFA World Cup,Germany,0
Lesotho,2014-07-14,False,2,Friendly,Botswana,0
Indonesia,2014-07-14,False,2,Friendly,Qatar,2
Burundi,2014-07-15,False,0,Friendly,Kenya,0
Malawi,2014-07-15,False,0,Friendly,Uganda,0
Mauritania,2014-07-19,False,2,African Cup of Nations qualification,Uganda,0
Guinea-Bissau,2014-07-19,False,2,African Cup of Nations qualification,Botswana,0
Seychelles,2014-07-19,False,2,African Cup of Nations qualification,Sierra Leone,0
Kenya,2014-07-20,False,1,African Cup of Nations qualification,Lesotho,0
Mozambique,2014-07-20,False,2,African Cup of Nations qualification,Tanzania,2
Malawi,2014-07-20,False,1,African Cup of Nations qualification,Benin,0
Rwanda,2014-07-20,False,2,African Cup of Nations qualification,Congo,0
Northern Mariana Islands,2014-07-21,True,4,EAFF Championship,Mongolia,0
Macau,2014-07-21,False,0,EAFF Championship,Guam,0
Mongolia,2014-07-23,False,2,EAFF Championship,Guam,0
Macau,2014-07-23,True,2,EAFF Championship,Northern Mariana Islands,1
Northern Mariana Islands,2014-07-25,False,5,EAFF Championship,Guam,0
Mongolia,2014-07-25,True,3,EAFF Championship,Macau,2
Rwanda,2014-07-27,False,0,Friendly,Gabon,1
Botswana,2014-08-02,False,1,African Cup of Nations qualification,Guinea-Bissau,1
Benin,2014-08-02,False,1,African Cup of Nations qualification,Malawi,0
Congo,2014-08-02,False,2,African Cup of Nations qualification,Rwanda,0
Tanzania,2014-08-03,False,2,African Cup of Nations qualification,Mozambique,1
Uganda,2014-08-03,False,0,African Cup of Nations qualification,Mauritania,1
Lesotho,2014-08-03,False,0,African Cup of Nations qualification,Kenya,0
Panama,2014-08-06,False,3,Friendly,Peru,0
Malaysia,2014-08-08,False,4,Friendly,Tajikistan,1
Sealand,2014-08-09,False,1,Friendly,Raetia,6
Sealand,2014-08-10,False,2,Friendly,Seborga,3
Tajikistan,2014-08-12,False,2,Friendly,Kazakhstan,1
Botswana,2014-08-13,False,0,Friendly,Angola,0
Nicaragua,2014-08-14,False,3,Friendly,Guatemala,0
Saint Martin,2014-08-16,False,2,Friendly,British Virgin Islands,4
Cuba,2014-08-20,False,4,Friendly,Panama,0
Uzbekistan,2014-08-20,False,0,Friendly,Azerbaijan,0
Cuba,2014-08-23,False,1,Friendly,Guatemala,0
Suriname,2014-08-24,False,0,Friendly,French Guiana,1
Sri Lanka,2014-08-26,False,1,Friendly,Seychelles,2
Martinique,2014-08-26,False,0,Friendly,Saint Lucia,2
United Arab Emirates,2014-08-27,False,0,Friendly,Norway,0
Sri Lanka,2014-08-28,False,3,Friendly,Seychelles,0
Martinique,2014-08-28,False,0,Friendly,Saint Lucia,1
Dominican Republic,2014-08-30,False,2,Friendly,El Salvador,0
Kenya,2014-08-30,False,1,Friendly,Egypt,0
Sudan,2014-08-31,False,3,Friendly,Zambia,1
Uganda,2014-09-02,False,2,Friendly,Niger,0
Armenia,2014-09-03,False,2,Friendly,Latvia,0
Azerbaijan,2014-09-03,False,4,Friendly,Russia,0
Curacao,2014-09-03,False,2,CFU Caribbean Cup qualification,Puerto Rico,2
Taiwan,2014-09-03,False,5,Friendly,Philippines,1
Qatar,2014-09-03,False,0,Friendly,Morocco,0
United Arab Emirates,2014-09-03,True,1,Friendly,Lithuania,1
Oman,2014-09-03,False,2,Friendly,Republic of Ireland,0
Moldova,2014-09-03,False,1,Friendly,Ukraine,0
French Guiana,2014-09-03,True,1,CFU Caribbean Cup qualification,Grenada,1
Argentina,2014-09-03,False,2,Friendly,Germany,4
Norway,2014-09-03,False,1,Friendly,England,0
Turkey,2014-09-03,False,1,Friendly,Denmark,2
USA,2014-09-03,False,0,Friendly,Czech Republic,1
Nicaragua,2014-09-03,True,3,UNCAF Cup,Costa Rica,0
Palestine,2014-09-03,True,4,Philippine Peace Cup,Myanmar,1
Dominica,2014-09-03,True,0,CFU Caribbean Cup qualification,Guyana,0
Jordan,2014-09-04,False,2,Friendly,Uzbekistan,0
Estonia,2014-09-04,False,2,Friendly,Sweden,0
Malta,2014-09-04,False,1,Friendly,Slovakia,0
Netherlands,2014-09-04,False,2,Friendly,Italy,0
Peru,2014-09-04,True,0,Friendly,Iraq,2
Cyprus,2014-09-04,False,2,Friendly,Croatia,0
Kuwait,2014-09-04,False,3,Friendly,China,1
Liechtenstein,2014-09-04,False,3,Friendly,Bosnia & Herzegovina,0
Australia,2014-09-04,False,2,Friendly,Belgium,0
Tajikistan,2014-09-04,False,6,Friendly,Belarus,1
Spain,2014-09-04,False,1,Friendly,France,0
Egypt,2014-09-05,False,2,African Cup of Nations qualification,Senegal,0
South Africa,2014-09-05,False,0,African Cup of Nations qualification,Sudan,3
Anguilla,2014-09-05,True,4,CFU Caribbean Cup qualification,Saint Vincent and the Grenadines,0
Guyana,2014-09-05,True,2,CFU Caribbean Cup qualification,Saint Lucia,0
Bonaire,2014-09-05,True,2,CFU Caribbean Cup qualification,Suriname,3
French Guiana,2014-09-05,False,1,CFU Caribbean Cup qualification,Puerto Rico,2
Dominica,2014-09-05,False,5,CFU Caribbean Cup qualification,Saint Kitts and Nevis,0
Kyrgyzstan,2014-09-05,False,7,Friendly,Kazakhstan,1
Colombia,2014-09-05,True,1,Friendly,Brazil,0
Uruguay,2014-09-05,False,0,Kirin Challenge Cup,Japan,2
Togo,2014-09-05,True,2,African Cup of Nations qualification,Guinea,1
Grenada,2014-09-05,True,2,CFU Caribbean Cup qualification,Curacao,1
Venezuela,2014-09-05,False,3,Friendly,South Korea,1
Mozambique,2014-09-06,False,0,African Cup of Nations qualification,Zambia,0
Hong Kong,2014-09-06,False,3,Friendly,Vietnam,1
Botswana,2014-09-06,False,2,African Cup of Nations qualification,Tunisia,1
Papua New Guinea,2014-09-06,False,2,Friendly,Singapore,1
Myanmar,2014-09-06,False,2,Philippine Peace Cup,Philippines,3
Taiwan,2014-09-06,True,7,Philippine Peace Cup,Palestine,3
Cape Verde,2014-09-06,False,1,African Cup of Nations qualification,Niger,3
Congo,2014-09-06,False,2,African Cup of Nations qualification,Nigeria,3
Sierra Leone,2014-09-06,False,2,African Cup of Nations qualification,Ivory Coast,1
Uganda,2014-09-06,False,1,African Cup of Nations qualification,Ghana,1
Angola,2014-09-06,False,1,African Cup of Nations qualification,Gabon,0
Algeria,2014-09-06,False,1,African Cup of Nations qualification,Ethiopia,2
Cameroon,2014-09-06,False,0,African Cup of Nations qualification,DR Congo,2
Lesotho,2014-09-06,False,2,African Cup of Nations qualification,Burkina Faso,0
Chile,2014-09-06,True,0,Friendly,Mexico,0
Northern Ireland,2014-09-07,False,1,UEFA Euro qualification,Hungary,2
France,2014-09-07,False,1,Friendly,Serbia,1
Grenada,2014-09-07,False,2,CFU Caribbean Cup qualification,Puerto Rico,2
Albania,2014-09-07,False,0,UEFA Euro qualification,Portugal,1
United Arab Emirates,2014-09-07,True,0,Friendly,Paraguay,0
Libya,2014-09-07,False,3,Friendly,Morocco,0
Malawi,2014-09-07,False,2,African Cup of Nations qualification,Mali,0
Oman,2014-09-07,False,1,Friendly,Kosovo,0
Romania,2014-09-07,False,0,UEFA Euro qualification,Greece,1
Scotland,2014-09-07,False,2,UEFA Euro qualification,Germany,1
Republic of Ireland,2014-09-07,False,1,UEFA Euro qualification,Georgia,2
Curacao,2014-09-07,True,0,CFU Caribbean Cup qualification,French Guiana,0
Finland,2014-09-07,False,1,UEFA Euro qualification,Faroe Islands,3
Saint Lucia,2014-09-07,True,1,CFU Caribbean Cup qualification,Dominica,2
Armenia,2014-09-07,False,2,UEFA Euro qualification,Denmark,1
Panama,2014-09-07,True,2,UNCAF Cup,Costa Rica,2
Tanzania,2014-09-07,False,2,Friendly,Burundi,0
Barbados,2014-09-07,True,1,CFU Caribbean Cup qualification,Bonaire,4
Poland,2014-09-07,True,0,UEFA Euro qualification,Gibraltar,7
Slovakia,2014-09-08,False,0,UEFA Euro qualification,Ukraine,1
New Zealand,2014-09-08,False,3,Friendly,Uzbekistan,1
England,2014-09-08,False,0,UEFA Euro qualification,Switzerland,2
North Macedonia,2014-09-08,False,5,UEFA Euro qualification,Spain,1
Lithuania,2014-09-08,False,0,UEFA Euro qualification,San Marino,2
Liechtenstein,2014-09-08,False,4,UEFA Euro qualification,Russia,0
Moldova,2014-09-08,False,2,UEFA Euro qualification,Montenegro,0
Belarus,2014-09-08,False,1,UEFA Euro qualification,Luxembourg,1
Uruguay,2014-09-08,False,0,Friendly,South Korea,1
Slovenia,2014-09-08,False,1,UEFA Euro qualification,Estonia,0
Sweden,2014-09-08,False,1,UEFA Euro qualification,Austria,1
Saudi Arabia,2014-09-08,True,3,Friendly,Australia,2
Hong Kong,2014-09-09,False,0,Friendly,Singapore,0
Peru,2014-09-09,False,0,Friendly,Qatar,2
Italy,2014-09-09,False,0,UEFA Euro qualification,Norway,2
Bolivia,2014-09-09,True,1,Friendly,Mexico,0
Bahrain,2014-09-09,False,0,Friendly,Kuwait,1
Latvia,2014-09-09,False,0,UEFA Euro qualification,Kazakhstan,0
Venezuela,2014-09-09,False,2,Friendly,Japan,2
Yemen,2014-09-09,False,0,Friendly,Indonesia,0
Wales,2014-09-09,False,1,UEFA Euro qualification,Andorra,2
Chile,2014-09-09,True,0,Friendly,Haiti,1
Netherlands,2014-09-09,False,2,UEFA Euro qualification,Czech Republic,1
Malta,2014-09-09,False,2,UEFA Euro qualification,Croatia,0
Jordan,2014-09-09,False,1,Friendly,China,1
Cyprus,2014-09-09,False,1,UEFA Euro qualification,Bosnia & Herzegovina,2
Bulgaria,2014-09-09,False,1,UEFA Euro qualification,Azerbaijan,2
Turkey,2014-09-09,False,3,UEFA Euro qualification,Iceland,0
Niger,2014-09-10,False,1,African Cup of Nations qualification,Mozambique,1
Nigeria,2014-09-10,False,0,African Cup of Nations qualification,South Africa,0
Sudan,2014-09-10,False,2,African Cup of Nations qualification,Congo,0
Guinea,2014-09-10,False,2,African Cup of Nations qualification,Uganda,0
Ethiopia,2014-09-10,False,3,African Cup of Nations qualification,Malawi,2
Ghana,2014-09-10,False,2,African Cup of Nations qualification,Togo,3
Gabon,2014-09-10,False,1,African Cup of Nations qualification,Lesotho,1
Burkina Faso,2014-09-10,False,0,African Cup of Nations qualification,Angola,3
Sierra Leone,2014-09-10,False,2,African Cup of Nations qualification,DR Congo,0
Mali,2014-09-10,False,1,African Cup of Nations qualification,Algeria,0
Zambia,2014-09-10,False,2,African Cup of Nations qualification,Cape Verde,1
Ivory Coast,2014-09-10,False,4,African Cup of Nations qualification,Cameroon,1
Senegal,2014-09-10,False,0,African Cup of Nations qualification,Botswana,2
Tunisia,2014-09-10,False,0,African Cup of Nations qualification,Egypt,1
Malaysia,2014-09-14,False,2,Friendly,Indonesia,0
Cambodia,2014-09-20,False,4,Friendly,Malaysia,1
Cambodia,2014-09-25,False,1,Friendly,Indonesia,0
Zimbabwe,2014-09-30,False,1,Friendly,Botswana,0
Palestine,2014-10-06,False,2,Friendly,India,3
Uzbekistan,2014-10-06,False,3,Friendly,Qatar,0
Barbados,2014-10-08,True,2,CFU Caribbean Cup qualification,Saint Kitts and Nevis,3
French Guiana,2014-10-08,False,2,CFU Caribbean Cup qualification,Haiti,2
Dominican Republic,2014-10-08,False,6,CFU Caribbean Cup qualification,Trinidad and Tobago,1
Saint Lucia,2014-10-08,True,2,CFU Caribbean Cup qualification,Antigua and Barbuda,1
Martinique,2014-10-08,True,1,CFU Caribbean Cup qualification,Curacao,1
Russia,2014-10-09,False,1,UEFA Euro qualification,Sweden,1
Switzerland,2014-10-09,False,1,UEFA Euro qualification,Slovenia,0
Spain,2014-10-09,False,2,UEFA Euro qualification,Slovakia,1
Lebanon,2014-10-09,False,5,Friendly,Qatar,0
Austria,2014-10-09,False,1,UEFA Euro qualification,Moldova,2
Central African Republic,2014-10-09,False,4,Friendly,Morocco,0
Estonia,2014-10-09,False,1,UEFA Euro qualification,Lithuania,0
Montenegro,2014-10-09,False,0,UEFA Euro qualification,Liechtenstein,0
San Marino,2014-10-09,False,5,UEFA Euro qualification,England,0
Ukraine,2014-10-09,False,0,UEFA Euro qualification,Belarus,2
Luxembourg,2014-10-09,False,3,UEFA Euro qualification,North Macedonia,2
Curacao,2014-10-10,True,1,CFU Caribbean Cup qualification,Saint Vincent and the Grenadines,0
Uruguay,2014-10-10,False,1,Friendly,Saudi Arabia,1
Tunisia,2014-10-10,False,0,African Cup of Nations qualification,Senegal,0
Costa Rica,2014-10-10,False,3,Friendly,Oman,4
